Ticker_no,Ticker,Name,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
NYSE:KKR,KKR,kkr,KKR,46.34,39844681512,-34.23218848,-4.11752535,-31.40%,401,1.51,35.17,14.37,1.62,392,96,346,387,305,141,Finance,0.32874808,4.63367592,54.52152956,5%,12948550000,2.66E+11,436,392,142,420,348,408,KKR & Co. Inc.
NASDAQ:LULU,LULU,lululemon-athletica,LULU,298.63,39630994542,-28.260504,-10.62460719,-19.70%,309,6.1,34.33,41.95,13.75,100,101,172,61,109,425,Retail Trade,23.62928514,39.85596578,56.40091626,73%,3599783000,4920711000,22,75,137,5,60,20,lululemon athletica inc.
NYSE:KMI,KMI,kinder-morgan,KMI,17.52,39472573863,-4.13132695,-3.31125828,-0.80%,169,2.21,15.55,16.74,1.26,314,297,329,422,341,95,Industrial Services,3.58800275,8.17185359,30.04847334,9%,6365000000,69992000000,322,349,302,376,337,390,"Kinder Morgan, Inc."
NYSE:ROP,ROP,roper-technologies,ROP,370.73,39300956320,-21.64144403,-2.73893538,-19.40%,307,6.77,35.52,30.06,3.35,87,94,243,261,171,337,Technology Services,3.95372479,7.83616823,68.05505376,15%,3917400000,25350300000,309,356,86,296,262,279,"Roper Technologies, Inc."
NASDAQ:BIIB,BIIB,biogen,BIIB,267.615,38834428092,0.49380398,30.20726901,-22.80%,335,3.78,18.75,10.61,3.54,191,255,372,249,267,190,Health Technology,8.31130252,18.20335567,70.54973822,31%,7805400000,25081400000,188,233,78,134,158,129,Biogen Inc.
NYSE:AFL,AFL,aflac,AFL,60.97,38527950015,8.42966388,-0.04918033,8.50%,116,1.81,8.92,9.42,1.16,357,394,379,431,390,42,Finance,2.94355644,14.46059679,,,,1.35E+11,341,268,,,305,350,AFLAC Incorporated
NYSE:KMB,KMB,kimberly-clark,KMB,113.96,38475435168,-13.76466137,-6.22119816,-8.00%,213,1.96,21.26,233.92,73.61,343,228,10,10,148,377,Consumer Non-Durables,9.93851034,319.7851388,30.15943973,34%,6142000000,18114000000,158,9,300,115,146,117,Kimberly-Clark Corporation
NYSE:A,A,agilent-technologies,A,129.88,38449749101,-17.64631285,0.89334266,-18.40%,293,6.12,28.66,45.57,7.06,98,137,160,126,130,393,Health Technology,12.66269368,26.46209027,54.46763778,33%,3423000000,10484000000,104,162,143,124,133,100,"Agilent Technologies, Inc."
NYSE:WMB,WMB,williams,WMB,31.52,38408070929,8.46524432,-2.26356589,11.00%,102,3.56,24.08,44.93,3.3,203,189,162,264,205,296,Industrial Services,3.36764737,13.78309438,27.51659034,7%,3105000000,47555000000,329,277,326,396,332,384,"Williams Companies, Inc. (The)"
NASDAQ:WDAY,WDAY,workday,WDAY,149.48,38266878906,-46.03610108,-2.5617626,-44.60%,453,7.18,,46.36,8.05,77,,155,106,113,417,Technology Services,-1.75440267,-4.36141407,72.26913092,28%,3719462000,13249550000,456,425,66,154,275,295,"Workday, Inc."
NYSE:TWTR,TWTR,twitter,TWTR,49.89,38178130195,-24.02923709,19.38262742,-36.40%,426,8.24,,,5.74,66,,,151,109,425,Technology Services,-0.77352446,-1.63802773,60.83723601,24%,3279972000,13579287000,448,423,107,191,292,322,"Twitter, Inc."
NASDAQ:NXPI,NXPI,nxp-semiconductors,NXPI,145.25,38142429253,-26.00611309,-10.25641026,-17.50%,287,3.46,15.17,36.61,5.64,214,303,202,155,219,273,Electronic Technology,11.34357406,33.99055818,51.86264982,24%,5475000000,22539000000,125,103,161,187,144,114,NXP Semiconductors N.V.
NYSE:MSI,MSI,motorola-solutions,MSI,226.38,37779456960,-8.49266341,-5.72213893,-2.90%,174,4.7,31.86,42.42,,143,111,170,,141,380,Electronic Technology,10.55124326,,45.30086299,33%,3812000000,11672000000,144,,197,123,155,124,"Motorola Solutions, Inc."
NYSE:SCCO,SCCO,southern-copper,SCCO,48.78,37711452635,-24.37209302,2.67312145,-26.30%,361,3.33,12.49,51.5,4.47,223,340,130,194,222,268,Non-Energy Minerals,16.75967705,37.5381963,51.45764186,36%,6190300000,17121500000,60,83,164,99,102,62,Southern Copper Corporation
NASDAQ:DXCM,DXCM,dexcom,DXCM,95.68,37562225510,-30.88952292,8.93151933,-36.60%,428,15.43,194.8,1008.42,16.26,21,11,3,52,22,498,Health Technology,4.10854627,9.38991419,66.0282786,32%,1680500000,5217400000,303,335,91,130,215,218,"DexCom, Inc."
NYSE:ET,ET,energy-transfer,ET,12.09,37304102800,18.64573111,0,18.60%,67,0.48,9.48,3.41,1.45,484,387,423,398,423,16,Industrial Services,4.04563658,13.85890452,9.96734225,9%,9484000000,1.09E+11,306,276,430,379,348,409,Energy Transfer LP
NYSE:COF,COF,capital-one,COF,96.25,36942455406,-44.19642857,-5.68348849,-40.80%,444,1.32,4.17,6.31,0.64,413,433,409,465,430,11,Finance,2.28410528,16.71382822,,,,4.40E+11,370,247,,,309,357,Capital One Financial Corporation
NYSE:AJG,AJG,gallagher,AJG,175.37,36886623036,7.64178738,-1.71495825,9.50%,111,4.47,35.05,29.72,4.26,152,97,246,210,176,330,Finance,3.11882444,12.35179366,85.82685563,16%,6315500000,39990400000,336,290,18,286,233,240,Arthur J. Gallagher & Co.
NYSE:TEL,TEL,te-connectivity,TEL,114.89,36746297774,-21.84353741,-6.34221896,-16.60%,281,2.47,14.48,35.82,3.41,296,316,210,255,269,185,Electronic Technology,11.8520964,24.54101563,32.4841169,22%,4730000000,21348000000,116,184,278,212,198,189,TE Connectivity Ltd. New Switzerland Registered Shares
NYSE:PRU,PRU,prudential,PRU,98.29,36563880341,-13.40088106,4.93220882,-17.50%,286,0.52,17.64,5.28,0.58,479,268,414,466,407,31,Finance,0.2575737,4.5769749,,,,6.96E+11,439,393,,,416,482,"Prudential Financial, Inc."
NYSE:JCI,JCI,johnson-controls,JCI,53.04,36534499088,-27.2527774,-1.11856823,-26.40%,363,1.56,34.82,41.85,2.07,389,98,173,347,252,218,Producer Manufacturing,2.4627334,6.14875251,32.91276136,19%,8051000000,42324000000,364,379,275,242,315,363,Johnson Controls International plc
NASDAQ:CRWD,CRWD,crowdstrike,CRWD,156.32,36482043244,-44.76325088,-9.99021132,-38.60%,437,24.08,,91.21,34.61,9,,56,25,30,489,Technology Services,-4.75271118,-16.26933911,73.5994914,26%,1066229000,4154236000,471,445,61,170,287,317,"CrowdStrike Holdings, Inc."
NASDAQ:EXC,EXC,exelon,EXC,36.72,36417318950,1.21013642,-14.64435146,18.60%,68,0.89,13.12,,1.01,454,334,,446,411,27,Utilities,2.29057562,9.10101083,21.70756303,9%,8342000000,92295000000,369,339,363,377,362,429,Exelon Corporation
NYSE:HLT,HLT,hilton-worldwide,HLT,131.23,35994736240,-6.32450567,-0.26599787,-6.10%,193,6.11,36.73,222.5,,99,89,11,,66,470,Consumer Services,6.35337359,,28.93173115,10%,1467000000,15382000000,239,,316,368,308,355,Hilton Worldwide Holdings Inc.
NYSE:NUE,NUE,nucor,NUE,135.56,35487632375,35.24892747,18.71442333,13.90%,87,1,3.93,8.12,2.43,446,437,392,317,398,35,Non-Energy Minerals,30.0673231,55.07390276,34.02523857,34%,11054377000,32072704000,8,48,265,110,108,67,Nucor Corporation
NASDAQ:EA,EA,electronic-arts,EA,124.99,34752883778,-10.21478342,3.20369912,-13.00%,256,5.04,39.13,23.84,4.54,125,77,283,190,169,339,Technology Services,6.91198025,11.65983473,71.75274955,38%,4974000000,13192000000,221,302,73,84,170,147,Electronic Arts Inc.
NASDAQ:ILMN,ILMN,illumina,ILMN,220.01,34607572807,-47.13458442,11.9415895,-52.80%,474,6.96,,164.13,3.05,81,,21,273,125,401,Health Technology,-0.16581686,-0.25601639,67.55489235,20%,3154000000,15448000000,444,420,87,230,295,328,"Illumina, Inc."
NYSE:PH,PH,parker-hannifin,PH,269.39,34590486018,-10.03539941,3.02114804,-12.70%,254,2.14,25.79,19.54,3.77,323,158,310,233,256,210,Producer Manufacturing,5.68478313,15.25664782,27.45352174,17%,4386162000,25943943000,254,258,327,269,277,300,Parker-Hannifin Corporation
NASDAQ:MCHP,MCHP,microchip-technology,MCHP,61.85,34171146426,-16.78999058,-5.71646341,-11.70%,243,4.92,21.73,21.6,5.57,130,221,293,158,201,301,Electronic Technology,9.48033319,26.78599384,54.3623789,22%,3527600000,16208400000,164,157,145,216,171,148,Microchip Technology Incorporated
NASDAQ:ENPH,ENPH,enphase-energy,ENPH,252,34135233398,40.41343957,-17.84841076,70.90%,5,25.26,170.14,87.19,76.04,7,15,59,9,23,495,Electronic Technology,8.95582053,39.25002753,39.60296729,23%,554422000,2437108000,176,76,227,204,171,149,"Enphase Energy, Inc."
NYSE:MPLX,MPLX,mplx-lp,MPLX,33.32,33726666793,6.38569604,1.95838433,4.30%,137,3.44,10.37,35.96,2.95,216,372,209,280,269,185,Industrial Services,9.31233493,25.25198939,41.52874773,12%,4245000000,35788000000,170,177,221,331,225,234,MPLX LP
NASDAQ:MRVL,MRVL,marvell-tech,MRVL,39.54,33711803815,-40.61279664,-13.12754037,-31.60%,403,6.8,,115.14,2.05,84,,38,349,157,360,Electronic Technology,-1.01283857,-1.4387443,50.94494894,9%,2063472000,22162100000,452,422,167,371,353,419,"Marvell Technology, Inc."
NYSE:ANET,ANET,arista-networks,ANET,110.52,33629075036,12.34561626,-5.5949432,19.00%,64,11.44,32.54,48.25,8.17,39,109,147,104,100,437,Electronic Technology,18.76143236,26.86934853,62.77464491,32%,1880779000,5824545000,45,156,99,129,107,66,"Arista Networks, Inc."
NYSE:NEM,NEM,newmont,NEM,42.37,33628241130,-25.70576889,-1.6937355,-24.40%,345,2.7,41.27,57.17,1.48,276,63,114,396,212,287,Non-Energy Minerals,1.84652905,3.32288401,15.62146436,6%,2376000000,39690000000,382,401,404,404,398,475,Newmont Corporation
NYSE:TT,TT,trane-technologies,TT,144.86,33566577121,-17.86119301,-7.31925784,-11.40%,237,2.4,22.42,61.08,5.27,303,212,102,169,197,304,Producer Manufacturing,8.44877421,25.00492578,30.66464442,25%,4471400000,17680800000,187,181,295,179,211,208,Trane Technologies plc
NASDAQ:XEL,XEL,xcel-energy,XEL,60.9,33311773015,-7.23533892,-17.41253051,12.30%,91,2.41,19.85,,2.08,302,245,,345,297,150,Utilities,2.81146637,10.61014856,20.87621498,5%,2792000000,59317000000,347,317,372,423,365,433,Xcel Energy Inc.
NYSE:IQV,IQV,iqvia,IQV,178.15,33226387405,-28.74,-11.56614545,-19.40%,306,2.45,29.15,23.9,5.51,299,132,282,159,218,276,Health Services,4.7983454,20.87832973,26.52859263,14%,3382000000,24413000000,281,203,339,307,283,309,"IQVIA Holdings, Inc."
NYSE:SQ,SQ,block,SQ,55.99,33044943442,-78.08953588,-8.75162973,-76.00%,495,1.57,,113.58,7.84,388,,39,108,178,326,Technology Services,-2.29015592,-5.00367479,30.41076766,15%,4307712000,28885160000,462,427,298,298,371,444,"Block, Inc."
NYSE:DOW,DOW,dow,DOW,46.87,32985196577,-21.97436324,0.96940974,-22.70%,334,0.61,5.82,12.37,1.82,471,418,362,373,406,32,Process Industries,9.35650339,32.84523672,15.86008383,17%,10388000000,59557000000,169,110,403,266,237,250,Dow Inc.
NYSE:CMI,CMI,cummins,CMI,232.79,32821602350,-3.80578512,8.65344224,-11.50%,239,1.34,15.42,44.64,3.7,411,299,163,239,278,171,Producer Manufacturing,8.69916109,24.66875452,24.05905845,23%,5673000000,24477000000,180,183,354,203,230,237,Cummins Inc.
NASDAQ:WBD,WBD,warner-bros-discovery,WBD,13.49,32748225958,-46.82696098,2.35204856,-48.00%,467,0.71,,6.48,0.57,467,,408,467,447,5,Consumer Services,-3.11291089,-8.74747699,26.77536232,4%,5984000000,1.42E+11,465,433,337,432,417,483,"Warner Bros. Discovery, Inc. - Series A"
NYSE:RMD,RMD,resmed,RMD,222.28,32547346108,-15.1700187,0.07653865,-15.20%,271,8.93,41,,9.47,56,64,,90,70,465,Health Technology,15.86805264,24.956239,55.70603159,39%,1993233000,5095853000,73,182,139,74,117,72,ResMed Inc.
NYSE:BK,BK,bank-of-new-york-mellon,BK,40.23,32509994242,-32.36381977,-7.6446281,-26.80%,368,2.05,11.71,165.79,0.81,334,346,20,457,289,156,Finance,0.64397219,6.9428112,,,,4.28E+11,431,368,,,400,476,The Bank of New York Mellon Corporation
NYSE:ALL,ALL,allstate,ALL,120.08,32457095334,-6.41415322,-8.23079862,2.00%,148,0.7,35.6,9.33,1.43,468,93,380,403,336,102,Finance,0.94422235,4.10579032,,,,86974000000,418,397,,,408,480,Allstate Corporation (The)
NASDAQ:IBKR,IBKR,interactive-brokers-group,IBKR,76.67,32410295000,3.71322286,13.08259587,-8.30%,215,2.42,24.41,,3.11,301,180,,271,251,219,Finance,0.28149254,12.4201278,91.48873072,2%,2665000000,1.15E+11,437,289,7,441,294,325,"Interactive Brokers Group, Inc."
NASDAQ:BIDU,BIDU,baidu,BIDU,91.23,32328381165,-49.13581624,-26.35020586,-30.90%,398,1.7,,36.59,0.97,371,,203,449,341,94,Technology Services,-3.19403767,-5.5436087,47.87181497,16%,9331005844,57529390676,466,430,180,279,339,392,"Baidu, Inc."
NYSE:MSCI,MSCI,msci,MSCI,401.48,32320320158,-35.5900661,-10.78618728,-27.80%,378,16.08,40.5,79.64,,18,67,66,,50,478,Technology Services,16.68153162,,77.22578501,33%,1575367000,4833352000,63,,49,126,79,40,MSCI Inc
NASDAQ:DLTR,DLTR,dollar-tree,DLTR,143.61,32159587816,41.93516505,0.15342771,41.70%,18,1.21,20.04,71.99,4.05,427,241,84,222,244,232,Retail Trade,7.26922765,20.34371309,30.85235596,34%,7707600000,22676300000,210,207,292,113,206,200,"Dollar Tree, Inc."
NYSE:SHOP,SHOP,shopify,SHOP,29.75,32106102179,-79.79214781,-4.15592784,-78.90%,497,8.21,,386.72,3.36,67,,7,260,111,419,Technology Services,-16.74816727,-20.18502074,51.87398175,23%,2438002000,10747630000,487,446,160,207,325,374,Shopify Inc.
NASDAQ:BNTX,BNTX,biontech,BNTX,131.64,31947106040,-52.40780911,-0.2651716,-52.30%,473,1.37,2.26,74.31,2.12,407,442,77,339,316,124,Health Technology,80.88683975,110.6559174,81.87266276,101%,22316508995,22116912930,1,19,26,1,12,2,BioNTech SE
NYSE:GPN,GPN,global-payments,GPN,114.25,31665858162,-28.66953862,-8.76786712,-21.80%,329,3.89,613.27,19.58,1.25,184,4,309,424,230,253,Commercial Services,0.17223078,0.30495099,56.62381227,11%,4750037000,44175824000,442,419,133,351,336,388,Global Payments Inc.
NYSE:ALB,ALB,albemarle,ALB,270.01,31625940040,15.42835157,-7.1524363,24.30%,44,8.94,115.13,,5.31,55,17,,165,79,456,Process Industries,2.2605589,4.30257844,35.16595104,8%,1008471000,12520405000,371,395,261,386,353,420,Albemarle Corporation
NYSE:YUM,YUM,yum-brands,YUM,111.03,31592751259,-11.8879454,-4.03630078,-8.20%,214,5.03,22,47.44,,126,219,152,,166,342,Consumer Services,25.89387184,,47.91136398,55%,3166000000,5790000000,18,,177,29,75,32,"Yum! Brands, Inc."
NASDAQ:PCAR,PCAR,paccar,PCAR,90.17,31353799051,4.27894067,3.63176646,0.60%,156,1.3,13.81,,2.66,416,328,,295,346,86,Producer Manufacturing,7.4159954,18.6483727,14.50732469,11%,3265600000,30588700000,206,229,409,353,299,340,PACCAR Inc.
NYSE:KR,KR,kroger,KR,43.63,31230631180,10.26029821,-7.209698,18.80%,65,0.23,12.84,9.12,3.24,496,337,384,268,371,56,Retail Trade,4.97932141,25.56113018,19.58777906,56%,27525000000,48741000000,275,172,386,21,214,214,Kroger Company (The)
NASDAQ:CTSH,CTSH,cognizant,CTSH,60.28,31212073870,-23.6672154,-3.33547146,-21.00%,323,1.71,13.87,27.44,2.62,370,327,259,298,314,132,Technology Services,13.26018717,19.5206219,33.46491456,36%,6274000000,17258000000,99,216,271,98,171,150,Cognizant Technology Solutions Corporation
NYSE:BF.A,BF-A,brown-forman,BF-A,64.64,30741101489,-1.88221008,-11.52477416,10.90%,103,7.89,34.52,,11.25,69,99,,76,81,454,Consumer Non-Durables,13.66412214,32.60473588,60.67949038,36%,2374000000,6521000000,93,111,111,96,103,65,Brown Forman Inc
NYSE:HAL,HAL,halliburton,HAL,33.88,30727275070,29.26363983,20.61231755,7.20%,120,1.85,19.85,21.45,4.23,355,244,294,212,276,174,Industrial Services,6.6048614,22.82071713,14.19262646,9%,2016000000,22445000000,228,192,413,378,303,346,Halliburton Company
NYSE:ABC,ABC,amerisourcebergen,ABC,147.73,30618236330,20.4091613,5.57421568,14.10%,86,0.14,16.39,13.38,133.01,499,286,350,7,286,161,Distribution Services,3.25677568,1404.540515,3.24035205,11%,6269262000,57173630000,332,2,442,348,281,306,AmerisourceBergen Corporation
NYSE:KEYS,KEYS,keysight-technologies,KEYS,168.96,30209420654,-3.27455919,2.05363614,-5.20%,189,6.09,26.63,29.32,7.73,101,150,248,111,153,366,Electronic Technology,14.14154318,28.86571056,63.97268071,39%,3068000000,7852000000,88,144,96,75,101,61,Keysight Technologies Inc.
NYSE:ED,ED,consolidated-edison,ED,84.87,30093383146,12.21737406,-13.38912134,29.60%,38,2.13,18.28,,1.47,325,262,,397,328,111,Utilities,2.52986538,8.06877648,38.83916277,9%,5635000000,65072000000,362,350,243,382,334,386,"Consolidated Edison, Inc."
NYSE:LVS,LVS,las-vegas-sands,LVS,39.07,29855577300,0.90392562,0.38540596,0.50%,157,6.78,,,14.39,86,,,58,72,461,Consumer Services,-8.88387999,-41.06554924,7.42314421,10%,567000000,5840000000,476,452,435,365,432,493,Las Vegas Sands Corp.
NASDAQ:GFS,GFS,globalfoundries,GFS,55.28,29837261250,17.61702128,-3.3735361,21.70%,55,4.09,59.5,30.63,3.55,169,38,239,248,174,335,Electronic Technology,,,22.60695187,5%,816223000,16194000000,,,360,415,388,466,GlobalFoundries Inc.
NASDAQ:WBA,WBA,walgreens-boots-alliance,WBA,34.3,29663086932,-28.98550725,0.30412914,-29.20%,386,0.22,6.67,60,1.14,497,412,104,433,362,66,Retail Trade,5.06041106,17.81328295,19.80060737,29%,26275000000,90124000000,273,237,382,147,260,277,"Walgreens Boots Alliance, Inc."
NYSE:CARR,CARR,carrier-global-corporation,CARR,35.19,29615319924,-34.57891801,-7.54072517,-29.20%,387,1.47,10.87,32.72,4.34,396,363,224,203,297,151,Producer Manufacturing,11.11336032,40.8117752,28.17739319,25%,6008000000,23662000000,133,73,320,174,175,157,Carrier Global Corporation
NASDAQ:ROST,ROST,ross-stores,ROST,85.07,29524632730,-22.34596075,-4.36200112,-18.80%,299,1.54,19.57,43.66,7.15,391,249,165,123,232,251,Retail Trade,10.99732519,36.72831701,26.01480318,40%,5207337000,13179922000,138,88,343,72,160,133,"Ross Stores, Inc."
NASDAQ:RIVN,RIVN,rivian,RIVN,31.92,29250397834,-70.09836066,-10.4628331,-66.60%,490,503.16,,,1.42,1,,,404,203,298,Consumer Durables,-52.5016878,-62.52735963,-386.1867704,-3%,-662000000,20171000000,496,458,445,449,462,499,"Rivian Automotive, Inc."
NYSE:APO,APO,apollo,APO,51.2,29234716061,-31.69690502,-5.6742815,-27.60%,375,3.25,,8.61,3.78,228,,387,232,282,165,Finance,-1.77989108,-81.09861532,88.97831424,1%,3550789000,2.48E+11,457,462,10,445,344,401,"Apollo Global Management, Inc. (New)"
NASDAQ:CSGP,CSGP,costar-group,CSGP,71.8,29194302382,-25.76509512,0.75778838,-26.30%,359,14.31,84.22,99.95,4.88,25,23,47,177,68,469,Technology Services,4.55279745,5.78351114,78.40871658,20%,1512077000,7420748000,288,383,39,231,235,245,"CoStar Group, Inc."
NYSE:TDG,TDG,transdigm-group,TDG,537.88,29171737727,-16.06248342,-9.22928937,-7.50%,210,6.46,40.73,49.63,,93,66,139,,99,438,Electronic Technology,4.02025958,,53.81417905,13%,2418000000,18819000000,307,,150,319,259,274,Transdigm Group Inc.
NASDAQ:ODFL,ODFL,old-dominion,ODFL,260.43,29109268764,-17.21079569,1.51633274,-18.40%,295,5.71,23.89,73.17,8.05,109,196,83,105,123,407,Transportation,26.61293634,35.67784057,33.73707895,36%,1721511000,4793867000,15,90,270,101,119,80,"Old Dominion Freight Line, Inc."
NYSE:AMP,AMP,ameriprise-financial,AMP,267.01,28881276475,-9.85482782,-3.99467856,-6.10%,194,2.23,9.29,11.27,5.03,313,388,369,174,311,137,Finance,1.96789824,65.04504505,49.84327873,5%,7982000000,1.58E+11,377,36,173,416,251,265,"Ameriprise Financial, Inc."
NYSE:PCG,PCG,pg-and-e,PCG,14.5,28821189087,26.74825175,8.69565217,16.60%,74,1.35,182.34,,1.33,409,12,,413,278,171,Utilities,0.21118041,1.0435425,10.17709345,2%,2141000000,1.14E+11,440,414,429,443,432,491,Pacific Gas & Electric Co.
NASDAQ:CEG,CEG,constellation-energy,CEG,87.28,28527052616,129.6842105,-1.70064196,133.70%,1,1.41,,,2.46,404,,,312,358,70,Utilities,,,,0%,-72000000,45333000000,,,,446,446,496,Constellation Energy Corporation
NASDAQ:ON,ON,on-semiconductor,ON,65.68,28454968177,45.19537709,-4.90806428,52.70%,11,4.05,15.93,23.37,5.8,172,293,286,150,225,258,Electronic Technology,17.76392837,37.53256521,45.40442624,24%,2615300000,10788700000,51,84,195,188,130,95,ON Semiconductor Corporation
NYSE:BAX,BAX,baxter,BAX,56.43,28418752958,-30.93023256,-0.19455253,-30.80%,395,2.19,27.58,45.95,3.04,316,145,158,276,224,263,Health Technology,3.92522276,11.65216389,39.272881,16%,5220000000,31831000000,311,303,236,276,282,307,Baxter International Inc.
NYSE:MTB,MTB,m-and-t-bank,MTB,161.77,28411336877,1.06834937,-14.28041543,17.90%,71,3.22,15.22,13.07,1.29,231,301,355,420,327,115,Finance,0.96100154,7.87164196,,,,1.98E+11,414,353,,,384,457,M&T Bank Corporation
NASDAQ:NDAQ,NDAQ,nasdaq,NDAQ,57.74,28363403160,-12.9240575,-3.29927985,-10.00%,226,4.88,24.9,62.03,4.44,131,169,100,197,149,372,Finance,5.53485897,18.72340426,53.75552283,14%,3142000000,22941000000,259,228,151,312,238,251,"Nasdaq, Inc."
NYSE:CPNG,CPNG,coupang,CPNG,15.99,28249258732,-44.57538995,-10.26936027,-38.20%,434,1.28,,,13.3,419,,,62,241,237,Retail Trade,-11.92656605,-41.62587705,18.90392915,37%,3109128000,8425203000,479,453,390,93,354,422,"Coupang, Inc."
NYSE:OTIS,OTIS,otis-worldwide,OTIS,66.79,28238440607,-20.65811357,-1.67819815,-19.30%,305,1.95,22.27,31.28,,344,216,236,,265,192,Producer Manufacturing,11.9788156,,28.93336172,42%,4208000000,9913000000,114,,315,59,163,138,Otis Worldwide Corporation
NASDAQ:IDXX,IDXX,idexx-laboratories,IDXX,337.65,28110611383,-47.50221559,-0.54198945,-47.20%,462,8.92,42.81,90,40.59,57,59,57,18,48,479,Health Technology,26.4557011,110.2478439,58.51666835,73%,1901653000,2607185000,16,20,122,6,41,7,"IDEXX Laboratories, Inc."
NYSE:DD,DD,dupont-de-nemours,DD,55.58,27840129436,-24.16945221,1.33090246,-25.20%,349,1.76,14.75,57.84,1.04,362,315,111,443,308,140,Process Industries,2.73153225,4.70565786,30.19553442,12%,5355000000,44440000000,349,390,299,330,342,399,"DuPont de Nemours, Inc."
NASDAQ:TTD,TTD,the-trade-desk,TTD,56.93,27796394896,-28.09144878,-8.3252818,-21.60%,327,23.53,859.67,124.9,17.88,11,2,31,46,23,495,Technology Services,1.04403332,2.26358127,81.88411014,27%,974913000,3672746000,408,410,25,165,252,267,"The Trade Desk, Inc."
AMEX:CQP,CQP,cheniere-energy-partners,CQP,57.1,27638119162,28.95212285,0.52816901,28.30%,40,2.93,32.64,106.48,26.49,255,108,41,33,109,423,Industrial Services,4.23407128,,15.24461383,12%,2385000000,20130000000,298,,405,332,345,405,"Cheniere Energy Partners, LP"
NYSE:AME,AME,ametek,AME,119.18,27361142830,-8.05431261,-0.69988335,-7.40%,209,4.83,24.47,39.57,3.88,135,178,190,230,183,320,Producer Manufacturing,9.21609243,16.45872121,34.62100484,18%,2106814000,11984971000,171,249,263,264,237,248,"AMETEK, Inc."
NYSE:WEC,WEC,wec-energy,WEC,86.65,27332403355,-5.25912967,-14.78166798,11.20%,98,3.25,19.76,,2.47,227,246,,311,261,199,Utilities,3.53685951,12.34137127,19.88446641,4%,1771000000,39607100000,326,291,379,427,356,424,"WEC Energy Group, Inc."
NYSE:GLW,GLW,corning,GLW,32.19,27210788969,-15.57828482,1.06750392,-16.50%,278,1.85,13.28,34.76,2.08,354,330,215,346,311,135,Electronic Technology,6.72669847,16.89879294,33.87152181,17%,4961000000,29718000000,225,245,268,271,252,268,Corning Incorporated
NASDAQ:FANG,FANG,diamondback,FANG,152.32,27088752240,37.9210431,13.94374626,21.00%,58,3.83,6.85,8.88,2.15,186,409,386,337,330,108,Energy Minerals,16.74420636,31.6228034,68.92841458,18%,4231000000,23448000000,61,116,82,256,129,93,"Diamondback Energy, Inc."
NYSE:PEG,PEG,public-service-enterprise,PEG,54.3,27088106767,-14.32628589,-17.53986333,3.90%,140,3.1,,,1.88,240,,,369,305,142,Utilities,-2.00202224,-6.75629564,14.47396615,2%,914000000,49608000000,459,431,410,444,436,494,Public Service Enterprise Group Incorporated
NYSE:DELL,DELL,dell,DELL,36.85,27009574585,-34.76016251,-0.88757396,-34.20%,417,0.27,5.03,5.92,,494,422,412,,443,6,Electronic Technology,5.10562631,549.4147583,21.44980795,23%,20662000000,88775000000,271,5,367,200,211,210,Dell Technologies Inc.
NYSE:HPQ,HPQ,hp,HPQ,26.79,26949102519,-9.04306789,0.63861758,-9.60%,224,0.49,4.47,7.57,,483,431,397,,437,9,Electronic Technology,16.86237796,,18.83877592,34%,13447000000,39247000000,57,,391,111,186,171,HP Inc.
NASDAQ:BKR,BKR,baker-hughes,BKR,26.67,26895830711,5.49841772,13.73134328,-7.20%,207,1.04,,21.41,1.59,442,,295,391,376,52,Industrial Services,-1.42158783,-3.46461147,20.5007222,14%,4544000000,33165000000,454,424,375,310,391,470,Baker Hughes Company
NYSE:LYB,LYB,lyondellbasell,LYB,82.16,26801085633,-16.90098109,5.46854942,-21.20%,324,0.57,4.82,7.52,2.2,478,423,398,334,408,29,Process Industries,14.66015104,47.85971697,16.83166464,24%,8721000000,37024000000,81,57,397,197,183,167,LyondellBasell Industries NV
NYSE:ROK,ROK,rockwell-automation,ROK,231.87,26765999003,-27.03213016,-3.0846395,-24.70%,347,3.77,39.3,53.5,10.93,193,73,124,78,117,415,Electronic Technology,6.91684303,28.75042911,39.34230154,31%,3343900000,10799900000,220,145,234,135,184,168,"Rockwell Automation, Inc."
NYSE:GOLD,GOLD,barrick-gold,GOLD,15.01,26582710593,-22.30848861,-0.85865258,-21.60%,328,2.18,13.14,18.66,1.08,317,333,316,439,351,80,Non-Energy Minerals,4.28730207,8.37365494,35.83968115,9%,4455448557,46917297414,294,347,258,369,317,366,Barrick Gold Corporation
NYSE:CLR,CLR,continental-resources,CLR,74,26464902649,44.50302675,4.54930771,38.20%,24,4.6,9.17,13.68,3.6,144,391,349,245,282,166,Energy Minerals,16.30189892,37.43109135,60.7373993,14%,2832946000,20929072000,66,86,109,315,144,114,"Continental Resources, Inc."
NYSE:PPG,PPG,ppg-industries,PPG,112.59,26461732926,-28.24777746,-3.11505034,-25.90%,355,1.54,24,63.03,4.07,390,192,99,221,226,255,Process Industries,4.94491357,17.2051762,33.43150025,28%,5911000000,20868000000,278,243,272,152,236,247,"PPG Industries, Inc."
