Ticker_no,Ticker,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
TSE:8015,8015,8015,4595,1.62E+12,-9.72495088,-5.84016393,-4.10%,253,0.20335777,6.79215167,,0.94095478,488,437,,338,421,28,Non-Energy Minerals,4.0439897,14.13408633,9.54400526,11%,7.07E+11,6.56E+12,294,130,454,382,315,353,TOYOTA TSUSHO CORP
TSE:8830,8830,8830,3392,1.61E+12,-18.69606903,-3.44434956,-15.80%,366,1.7521158,10.67728677,,1.00730761,168,345,,323,279,193,Finance,2.69522071,9.62071451,32.4758939,5%,3.02E+11,5.80E+12,356,253,217,437,316,354,SUMITOMO REALTY & DEVELOPMENT CO
TSE:8309,8309,8309,4284,1.60E+12,8.42824601,-1.08519972,9.60%,132,1.29571302,8.80591108,,0.59276983,227,390,,446,354,99,Finance,0.28105113,6.75173542,,,,6.76E+13,456,362,,,409,452,SUMITOMO MITSUI TRUST HOLDINGS INC
TSE:5020,5020,5020,484.2,1.55E+12,3.19692875,-3.98572088,7.50%,148,0.14190385,2.34094119,,0.5404755,496,472,,457,475,6,Energy Minerals,6.92305053,24.21924232,14.41555525,15%,1.58E+12,1.08E+13,153,36,410,327,232,229,ENEOS HOLDINGS INC
TSE:2801,2801,2801,8070,1.55E+12,-14.87341772,-1.82481752,-13.30%,345,3.04384749,39.84619369,63.4303,4.3894439,84,52,67,66,67,460,Consumer Non-Durables,8.12121686,11.24137803,34.29784179,32%,1.71E+11,5.32E+11,116,197,203,112,157,115,KIKKOMAN CORP
TSE:2587,2587,2587,4920,1.52E+12,11.31221719,-3.71819961,15.60%,96,1.22731429,18.26793846,16.4891,1.80963574,238,209,242,195,221,280,Consumer Non-Durables,4.84220601,9.54381094,39.97817112,26%,4.87E+11,1.85E+12,254,254,158,158,206,196,SUNTORY BEVERAGE & FOOD LIMITED
TSE:7532,7532,7532,2534,1.51E+12,2.96627387,-4.62928114,8.00%,141,0.85692687,25.34028735,33.9842,3.94253273,307,126,135,75,161,351,Retail Trade,4.49749994,15.26531085,29.67257874,37%,5.08E+11,1.38E+12,266,112,250,76,176,140,PAN PACIFIC INTL HLDGS CORP
TSE:8604,8604,8604,477,1.44E+12,-16.40378256,-5.07462687,-11.90%,324,0.95394161,15.79137248,2.29501,0.49844518,293,239,342,468,336,121,Finance,0.21206063,3.32044227,71.48120929,2%,1.20E+12,4.89E+13,464,451,36,460,353,393,NOMURA HOLDINGS INC.
TSE:9021,9021,9021,5855,1.43E+12,9.43925234,2.71929825,6.50%,151,1.28214393,,,1.51693329,230,,,233,232,257,Transportation,-0.64347695,-2.54722477,10.05088437,1%,30213000000,3.68E+12,483,484,450,470,472,490,WEST JAPAN RAILWAY CO
TSE:9843,9843,9843,12580,1.42E+12,-38.64910997,0.07955449,-38.70%,478,1.6929982,14.57777808,,1.87531642,176,255,,191,207,297,Retail Trade,9.565153,12.72057301,51.6384787,40%,4.05E+11,1.01E+12,84,161,100,61,102,54,NITORI HOLDINGS CO LTD
TSE:6645,6645,6645,6825,1.38E+12,-35.97560976,-1.75615374,-34.80%,470,1.79942794,27.82534769,101.125,2.04632829,162,104,31,169,117,410,Electronic Technology,5.56474624,7.34821299,44.7773738,37%,3.47E+11,9.34E+11,220,339,125,72,189,166,OMRON CORP
TSE:8308,8308,8308,570.7,1.37E+12,27.73053106,2.81030815,24.20%,55,1.70176211,12.63669747,,0.56023305,175,294,,454,308,160,Finance,0.14303231,4.47467352,,,,7.86E+13,474,419,,,447,480,RESONA HOLDINGS
TSE:9202,9202,9202,2905,1.37E+12,6.23514354,4.68468468,1.50%,199,1.36746822,,,1.75008859,222,,,203,213,290,Transportation,-2.81813035,-10.95575214,1.3545457,-2%,-54469000000,3.32E+12,492,491,467,474,481,499,ANA HOLDINGS INC
TSE:9101,9101,9101,2679,1.36E+12,3.43639687,-16.19386823,23.40%,60,0.59658499,1.1328516,7.25287,0.7940447,358,476,318,382,384,58,Transportation,41.83390298,87.39555584,20.29295929,13%,4.53E+11,3.50E+12,2,3,356,353,179,153,NIPPON YUSEN KABUSHIKI KAISHA
TSE:6701,6701,6701,4820,1.31E+12,-23.00319489,-0.92497431,-22.30%,422,0.43749716,10.36784204,22.163,0.87128098,415,352,200,369,334,123,Technology Services,3.52657415,8.98136065,29.16679766,24%,8.86E+11,3.69E+12,321,276,259,185,260,264,NEC CORP
TSE:3407,3407,3407,937,1.30E+12,-23.94480519,-7.36529906,-17.90%,383,0.53545386,9.07082982,,0.78095293,382,382,,386,383,59,Process Industries,4.39657312,8.75380727,30.62191832,22%,7.97E+11,3.63E+12,272,287,237,212,252,251,ASAHI KASEI CORP
TSE:6857,6857,6857,7130,1.30E+12,-21.21546961,-3.51826793,-18.30%,389,3.27734345,12.93399321,52.0326,4.51207431,79,286,91,62,130,395,Electronic Technology,21.77766982,34.0867891,57.06934838,42%,2.25E+11,5.31E+11,11,14,73,52,38,9,ADVANTEST CORP
TSE:7202,7202,7202,1660,1.29E+12,6.13810742,-7.41773564,14.60%,102,0.51401442,11.16630294,35.7352,1.08276035,391,332,125,300,287,181,Consumer Durables,4.06552354,9.91030462,17.97601392,15%,4.37E+11,2.93E+12,292,244,381,324,310,346,ISUZU MOTORS
TSE:2267,2267,2267,8230,1.28E+12,42.38754325,0.36585366,41.90%,24,3.20728413,29.68639591,28.4394,2.95454487,80,92,165,113,113,414,Consumer Non-Durables,6.61838153,10.17781817,59.87845578,35%,2.44E+11,7.06E+11,161,234,65,95,139,101,YAKULT HONSHA CO
TSE:9143,9143,9143,2011,1.28E+12,-30.53540587,-2.33122875,-28.90%,457,0.80186493,11.62997087,290.483,2.56613391,315,321,7,130,193,313,Transportation,12.88144325,23.68339673,13.4798528,23%,2.08E+11,9.25E+11,45,37,419,206,177,146,SG HOLDINGS CO LTD
TSE:4324,4324,4324,4615,1.22E+12,8.33333333,8.97284534,-0.60%,219,1.1734233,10.95973562,11.738,1.47336845,248,336,293,236,278,194,Commercial Services,3.22920329,13.27405379,89.9259225,24%,9.01E+11,3.73E+12,330,149,4,181,166,129,DENTSU GROUP INC
TSE:9201,9201,9201,2778,1.21E+12,11.12,3.30978059,7.60%,146,1.81597371,,,1.55024839,159,,,229,194,310,Transportation,-6.11951372,-16.62661137,55.27838011,10%,2.40E+11,2.44E+12,496,494,82,400,368,406,JAPAN AIRLINES CO LTD
TSE:6146,6146,6146,33450,1.21E+12,8.7804878,-1.90615836,10.90%,122,4.42241145,14.33723385,98.2423,3.81141506,60,257,33,77,107,423,Producer Manufacturing,20.26207903,27.12027049,62.93522998,36%,1.54E+11,4.28E+11,15,27,56,82,45,13,DISCO CORPORATION
TSE:5802,5802,5802,1512.5,1.18E+12,-2.57648953,-5.76323988,3.40%,184,0.35406507,12.76865108,,0.67377414,439,289,,423,384,57,Producer Manufacturing,2.51961145,5.36407138,16.51926397,16%,6.38E+11,3.96E+12,363,396,397,307,366,404,SUMITOMO ELECTRIC INDUSTRIES
TSE:6988,6988,6988,7890,1.17E+12,-2.95202952,-7.3943662,4.80%,167,1.38273684,11.48815084,23.9822,1.43653225,219,323,193,242,244,238,Electronic Technology,9.71330127,12.95667529,36.45068289,26%,3.02E+11,1.14E+12,80,154,183,156,143,103,NITTO DENKO CORP
TSE:3402,3402,3402,711.9,1.14E+12,-1.76624946,-7.5334483,6.20%,154,0.52322142,12.32253839,39.5447,0.82279964,387,302,114,374,294,172,Process Industries,3.09234157,6.77515535,18.80157882,13%,4.36E+11,3.24E+12,338,361,373,346,355,394,TORAY INDUSTRIES INC
TSE:3064,3064,3064,2240,1.11E+12,-13.04347826,-0.4886717,-12.60%,335,5.86681047,60.08535339,,18.74013894,41,30,,5,25,490,Distribution Services,19.08608521,31.11211885,28.47693596,51%,54046000000,1.06E+11,17,23,266,27,83,39,MONOTARO CO.LTD
TSE:5713,5713,5713,4041,1.11E+12,-10.87340097,-7.6975788,-3.40%,247,0.90543815,3.62555537,36.9508,0.78876053,298,468,123,384,318,144,Non-Energy Minerals,14.60384118,23.51855772,22.43605497,11%,2.55E+11,2.36E+12,33,39,327,381,195,177,SUMITOMO METAL MINING CO
TSE:7701,7701,7701,3745,1.10E+12,-19.2887931,-1.70603675,-17.90%,382,2.60122796,23.5733008,29.8914,2.92207352,99,148,157,117,130,392,Health Technology,8.96933686,12.9510976,41.49164424,32%,1.79E+11,5.65E+11,96,155,148,116,129,84,SHIMADZU CORP
TSE:9531,9531,9531,2532,1.10E+12,31.12377007,-0.93896714,32.40%,34,0.53022359,10.18506744,,0.92659131,386,358,,346,363,86,Utilities,3.58170345,9.04394769,24.85430936,14%,4.75E+11,3.38E+12,318,275,310,336,310,344,TOKYO GAS CO
TSE:9042,9042,9042,4445,1.07E+12,28.28282828,2.53748558,25.10%,50,1.46110753,31.12453459,,1.25271123,204,82,,273,186,322,Transportation,1.31881193,4.0163096,10.25299034,2%,62876000000,2.71E+12,420,437,448,462,442,478,HANKYU HANSHIN HOLDINGS INC
TSE:6506,6506,6506,4045,1.06E+12,-19.01901902,-8.69074492,-11.30%,312,2.21937314,26.0042336,79.4201,3.64876993,125,119,45,83,93,436,Producer Manufacturing,7.08530465,13.69643733,34.65751081,25%,1.59E+11,6.39E+11,147,138,200,175,165,127,YASKAWA ELECTRIC CORP
TSE:4704,4704,4704,7550,1.05E+12,18.71069182,-6.55940594,27.00%,42,5.54695431,28.71361488,27.5575,4.79205116,42,97,170,56,91,438,Technology Services,8.76400537,17.74567393,76.78532976,32%,1.48E+11,4.59E+11,99,82,27,110,80,36,TREND MICRO INC
TSE:9104,9104,9104,2912,1.05E+12,30.97464372,-10.94801223,47.10%,17,0.82270415,1.17419574,8.62644,0.81737909,313,475,315,375,370,79,Transportation,33.27233996,82.73781372,13.19882617,5%,1.52E+11,3.13E+12,5,4,423,441,218,216,MITSUI O.S.K. LINES LTD
TSE:4716,4716,4716,8130,1.04E+12,-22.42366412,2.5220681,-24.30%,433,4.84060478,20.4840448,,8.29004494,52,181,,25,86,443,Technology Services,24.7094,50.48252945,48.91255382,47%,1.05E+11,2.23E+11,9,6,110,36,40,12,ORACLE CORP JAPAN
TSE:7259,7259,7259,3840,1.03E+12,-8.0239521,-5.30209618,-2.90%,239,0.26521961,8.83816731,,0.59149929,473,388,,447,436,18,Producer Manufacturing,2.87572202,6.99395391,10.4191358,10%,4.31E+11,4.22E+12,348,352,445,392,384,421,AISIN CORPORATION
TSE:9005,9005,9005,1719,1.03E+12,6.24227441,1.11764706,5.10%,164,1.20501961,156.7414879,,1.50719851,244,10,,234,163,348,Transportation,0.27117446,0.95475586,27.87849545,9%,2.27E+11,2.50E+12,457,472,274,408,403,442,TOKYU CORP
TSE:4755,4755,4755,649,1.03E+12,-46.97712418,1.40625,-47.70%,494,0.58217651,,6.08404,0.92701329,365,,326,345,345,110,Consumer Services,-1.47581456,-22.63922378,-18.08452004,3%,5.43E+11,1.87E+13,487,499,473,458,479,495,RAKUTEN GROUP INC
TSE:8697,8697,8697,1953,1.02E+12,-30.86725664,-3.65071534,-28.20%,455,7.65918453,20.81461309,61.8249,3.27902722,30,176,69,100,94,435,Finance,0.07245026,16.51930822,77.99647452,0%,1.06E+11,7.60E+13,476,94,22,472,266,280,JAPAN EXCHANGE GROUP
TSE:7272,7272,7272,2997,1.01E+12,-4.70588235,3.70242215,-8.10%,290,0.57414613,7.08468107,26.6613,1.19992893,369,428,175,278,313,151,Consumer Durables,7.38933518,16.27603256,27.13042414,24%,5.07E+11,2.14E+12,137,98,280,190,176,141,YAMAHA MOTOR CO
TSE:6965,6965,6965,6490,1.00E+12,-2.40601504,4.00641026,-6.20%,271,5.94465508,25.86942597,67.5981,4.24836196,39,121,62,68,73,455,Electronic Technology,12.28296511,15.62339749,53.09139717,23%,79903000000,3.46E+11,52,106,90,199,112,65,HAMAMATSU PHOTONICS
TSE:9503,9503,9503,1125,1.00E+12,3.54348827,-13.39491917,19.60%,74,0.35658026,17.19920271,,0.61253057,436,223,,441,367,82,Utilities,0.70443839,3.52669367,1.48507663,4%,3.70E+11,8.62E+12,442,448,466,442,450,482,KANSAI ELECTRIC POWER CO INC
TSE:5201,5201,5201,4520,1.00E+12,-22.8668942,-3.52187834,-20.10%,401,0.59457371,7.69278474,14.3414,0.76667459,359,414,268,392,358,94,Consumer Durables,4.62685128,9.53308255,29.35732331,17%,5.06E+11,2.99E+12,262,255,254,296,267,282,AGC INC
TSE:6963,6963,6963,10120,9.93E+11,1.2,-4.07582938,5.50%,160,2.22670515,12.40026718,89.0863,1.16390171,123,300,39,284,187,321,Electronic Technology,8.18560177,9.87150511,37.12375156,15%,1.62E+11,1.06E+12,112,246,173,319,213,204,ROHM CO LTD
TSE:4091,4091,4091,2272,9.83E+11,-16.53196179,-6.54051831,-10.70%,307,1.05478073,15.45486524,16.6929,1.60582242,269,245,241,219,244,242,Process Industries,3.32868956,10.81472591,36.88084495,17%,3.59E+11,2.08E+12,327,212,179,290,252,251,NIPPON SANSO HOLDINGS CORPORATION
TSE:1878,1878,1878,14250,9.71E+11,3.26086957,-1.58839779,4.90%,165,0.61991017,14.11083097,13.1041,2.71418845,353,264,277,126,255,224,Finance,7.23611757,20.13108844,16.13755376,26%,2.60E+11,1.00E+12,141,62,399,165,192,171,DAITO TRUST CONSTRUCTION CO
TSE:2897,2897,2897,9550,9.70E+11,9.26773455,-2.94715447,12.60%,111,1.7563101,28.41427722,58.4851,2.42483044,167,99,78,144,122,406,Consumer Non-Durables,5.25573123,8.80218994,33.56776414,28%,1.95E+11,6.86E+11,236,283,210,141,218,215,NISSIN FOODS HOLDINGS CO. LTD.
TSE:5019,5019,5019,3255,9.68E+11,-0.91324201,-5.78871201,5.20%,163,0.14582714,2.63245164,64.19,0.69056991,493,470,66,417,362,90,Energy Minerals,8.03170542,26.33843314,13.42688215,17%,8.84E+11,5.15E+12,119,28,420,291,215,211,IDEMITSU KOSAN CO.LTD
TSE:3626,3626,3626,3945,9.62E+11,26.24,-2.47218789,29.40%,37,2.0458535,23.86217642,19.0712,3.36145544,135,143,224,94,149,365,Technology Services,9.51456602,15.0586499,27.19036582,31%,1.29E+11,4.22E+11,86,118,278,126,152,109,TIS INC.
TSE:9041,9041,9041,5050,9.60E+11,40.08321775,3.69609856,35.10%,31,1.43287205,22.1731283,27.3551,2.61699308,207,162,171,128,167,341,Transportation,2.27821322,12.40219293,18.73490036,6%,1.19E+11,1.94E+12,379,170,374,429,338,383,KINTETSU GROUP HOLDINGS CO LTD
TSE:4188,4188,4188,658,9.35E+11,-32.42965632,-7.29782907,-27.10%,445,0.25923102,5.93129698,19.8026,0.65134645,475,446,216,430,392,48,Process Industries,3.09216332,12.05445987,26.92537431,19%,1.11E+12,5.85E+12,339,179,283,250,263,272,MITSUBISHI CHEMICAL GROUP CORP
TSE:5486,5486,5486,2179,9.32E+11,0.69316081,0.2299908,0.50%,211,0.9882738,38.65894789,347.805,1.7659335,282,55,5,201,136,381,Producer Manufacturing,2.24469703,4.55057007,14.27417243,12%,1.35E+11,1.15E+12,382,418,412,366,395,433,HITACHI METALS
TSE:4021,4021,4021,6620,9.31E+11,2.63565891,-1.63447251,4.30%,173,4.59476726,21.70216212,69.8533,4.60793838,57,166,60,60,86,444,Electronic Technology,16.72180532,21.96241061,48.92770849,35%,97238000000,2.77E+11,27,48,109,88,68,28,NISSAN CHEMICAL CORPORATION
TSE:9502,9502,9502,1228,9.29E+11,-6.18792972,-12.78409091,7.60%,145,0.34465232,,,0.46220343,445,,,475,460,10,Utilities,-0.91949552,-2.67351077,-0.874519,3%,1.86E+11,6.31E+12,485,485,469,457,474,492,CHUBU ELECTRIC POWER CO INC
TSE:7951,7951,7951,5450,9.18E+11,-24.82758621,7.28346457,-29.90%,461,2.36673523,29.60248172,92.933,2.30365924,111,93,36,149,97,430,Consumer Durables,5.62192819,7.68471669,37.72532919,26%,1.50E+11,5.77E+11,217,325,170,164,219,218,YAMAHA CORP
TSE:9602,9602,9602,5190,9.16E+11,-5.2919708,0.19305019,-5.50%,265,4.00252731,25.30674021,41.6533,2.30676828,64,128,110,148,113,414,Consumer Services,7.12199064,9.15946154,44.91351281,17%,91319000000,5.27E+11,144,271,124,286,206,197,TOHO CO LTD
TSE:3092,3092,3092,3030,9.08E+11,-27.3381295,1.16861436,-28.20%,454,5.44953146,25.31051476,40.8078,16.47543524,44,127,111,6,72,456,Retail Trade,34.75984742,90.91649487,92.50837144,128%,1.54E+11,1.20E+11,4,2,2,1,2,1,ZOZO INC
TSE:9532,9532,9532,2175,9.04E+11,13.75523013,-4.81400438,19.50%,75,0.57719669,8.4855899,,0.72691218,367,398,,405,390,50,Utilities,4.15626084,8.93019885,20.99888196,13%,3.75E+11,2.85E+12,285,280,353,351,317,358,OSAKA GAS CO
TSE:8593,8593,8593,628,9.02E+11,7.35042735,-7.51104566,16.10%,92,0.51932436,9.29058981,5.49584,0.69733006,388,375,329,414,377,72,Finance,0.9766025,7.56442521,19.61438171,3%,3.35E+11,1.07E+13,435,330,363,456,396,436,MITSUBISHI HC CAPITAL INC
TSE:4768,4768,4768,4715,8.94E+11,-18.14236111,5.83613917,-22.70%,423,1.04271269,22.70774191,33.7159,2.97338716,271,155,138,111,169,339,Technology Services,7.68591485,13.56052058,21.32277075,33%,1.71E+11,5.19E+11,125,143,349,108,181,157,OTSUKA CORPORATION
TSE:9962,9962,9962,3100,8.82E+11,-35.28183716,-7.32436472,-30.20%,462,2.45295841,23.92633423,33.6387,3.20823554,105,142,139,103,122,405,Producer Manufacturing,11.33331925,13.87243083,45.66959062,46%,1.67E+11,3.64E+11,66,134,120,42,91,46,MISUMI GROUP INC
TSE:2269,2269,2269,6190,8.72E+11,-12.9395218,-2.82574568,-10.40%,305,0.88891236,9.8209183,62.2173,1.30711387,302,362,68,262,249,235,Consumer Non-Durables,8.12013239,13.84987009,31.44209423,28%,3.23E+11,1.14E+12,117,135,227,143,156,112,MEIJI HOLDINGS CO LTD
TSE:8601,8601,8601,574.1,8.52E+11,-15.361933,-6.03927987,-9.90%,302,1.39816488,10.41634643,,0.61804726,216,351,,435,334,123,Finance,0.30628818,6.0737915,83.3162934,2%,5.32E+11,2.87E+13,452,382,14,466,329,367,DAIWA SECURITIES GROUP
TSE:6479,6479,6479,2102,8.51E+11,-26.03800141,-12.23382046,-15.70%,364,0.76835416,13.27711184,,1.57373155,323,282,,224,276,196,Producer Manufacturing,5.88226246,12.76277455,19.05304493,18%,2.16E+11,1.20E+12,200,160,369,275,251,250,MINEBEA MITSUMI INC
TSE:7181,7181,7181,2127,8.50E+11,10.83897863,-6.54657293,18.60%,81,0.26061854,6.67040251,,0.35398463,474,439,,490,468,7,Finance,0.19128272,5.25866628,,,,6.55E+13,466,401,,,434,471,JAPAN POST INSURANCE CO LTD
TSE:6383,6383,6383,6710,8.46E+11,-34.21568627,-6.545961,-29.60%,459,1.67523437,25.25083984,31.1935,2.95139519,179,129,151,114,143,374,Producer Manufacturing,7.09431709,12.13023243,18.32864537,20%,98554000000,5.03E+11,146,177,376,240,235,232,DAIFUKU CO LTD
TSE:4922,4922,4922,14780,8.43E+11,5.94982079,2.21300138,3.70%,178,2.94961183,44.58639008,92.9434,3.71224573,88,43,35,79,61,464,Consumer Non-Durables,6.19748129,8.28942615,67.70636453,61%,2.04E+11,3.35E+11,181,302,43,11,134,94,KOSE CORPORATION
TSE:9766,9766,9766,6290,8.40E+11,-4.55235205,-6.53789004,2.10%,189,2.86422924,16.30815771,16.9902,2.42935575,91,233,237,143,176,334,Technology Services,10.38430356,15.89137564,43.30569678,25%,1.34E+11,5.28E+11,75,104,136,168,121,78,KONAMI GROUP CORPORATION
TSE:4739,4739,4739,3570,8.25E+11,-0.69541029,4.38596491,-4.90%,260,1.58368718,24.13197358,61.3491,2.94245791,196,139,71,115,130,392,Commercial Services,7.18681505,12.89144688,25.43128064,25%,1.26E+11,4.98E+11,142,156,302,169,192,174,ITOCHU TECHNO-SOLUTIONS CORP
TSE:4005,4005,4005,499,8.16E+11,-13.66782007,-7.07635009,-7.10%,276,0.29857796,4.20263176,27.6931,0.67782536,462,466,169,422,380,66,Process Industries,4.48394559,16.44845682,31.35857701,18%,8.20E+11,4.67E+12,267,96,229,281,218,216,SUMITOMO CHEMICAL COMPANY
TSE:3003,3003,3003,1055,8.04E+11,-6.05520926,-3.21100917,-2.90%,241,1.6529977,11.39446382,14.419,1.28332094,184,327,265,267,261,216,Finance,3.16852322,12.01541847,32.88304714,7%,1.55E+11,2.32E+12,334,183,214,424,289,317,HULIC CO LTD
TSE:5411,5411,5411,1382,7.96E+11,-20.48331415,-5.6010929,-15.80%,365,0.18565337,2.61510991,,0.40749337,491,471,,482,481,4,Non-Energy Minerals,6.02149079,16.20753942,14.75957878,12%,6.70E+11,5.57E+12,192,100,409,363,266,280,JFE HOLDINGS INC
TSE:9684,9684,9684,6640,7.94E+11,12.54237288,6.24,5.90%,157,2.18035891,14.04726387,50.9335,2.79825018,128,268,93,122,153,361,Technology Services,16.20322819,21.20627442,54.27609964,51%,1.92E+11,3.73E+11,29,50,84,26,47,18,SQUARE ENIX HOLDINGS CO.LTD.
TSE:7912,7912,7912,2931,7.93E+11,3.0228471,-3.10743802,6.30%,153,0.58983416,8.03808886,46.1862,0.71538108,361,408,99,410,320,142,Commercial Services,5.40044204,9.30901833,21.90670109,16%,2.82E+11,1.82E+12,231,267,338,317,288,315,DAI NIPPON PRINTING CO
TSE:9435,9435,9435,17970,7.89E+11,0.78519349,1.52542373,-0.70%,221,1.41571936,8.63622877,56.7177,1.74081342,210,395,82,205,223,275,Communications,6.79780682,21.20081049,50.49787404,20%,3.00E+11,1.47E+12,156,51,105,232,136,98,HIKARI TSUSHIN INC
TSE:9064,9064,9064,2174,7.88E+11,-22.38486255,1.06927011,-23.20%,424,0.45277618,18.22417397,,1.36035745,408,211,,254,291,176,Transportation,3.97974145,7.73641008,7.08445684,12%,1.37E+11,1.12E+12,300,324,464,361,362,402,YAMATO HOLDINGS CO LTD
TSE:1801,1801,1801,3980,7.84E+11,7.71312585,-6.46298472,15.20%,98,0.5316553,11.09574471,17.692,0.92947583,384,334,234,343,324,138,Industrial Services,4.04282653,8.77013849,12.00422764,10%,1.88E+11,1.86E+12,295,286,431,395,352,390,TAISEI CORP
TSE:9697,9697,9697,3750,7.84E+11,16.27906977,0.40160643,15.80%,94,7.26510399,33.01214441,17.9753,5.45864099,31,73,232,42,95,432,Technology Services,13.14111781,16.95105052,83.52463079,47%,90997000000,1.95E+11,43,89,13,37,46,17,CAPCOM CO LTD
TSE:5332,5332,5332,4575,7.76E+11,-19.73684211,-6.05749487,-14.60%,356,1.21889152,18.86906902,173.592,1.93685744,240,204,18,179,160,353,Producer Manufacturing,6.49759676,10.49214989,36.44642704,34%,2.32E+11,6.77E+11,165,226,184,98,168,131,TOTO LTD
TSE:4204,4204,4204,1763,7.72E+11,-5.01077586,-6.57127716,1.70%,195,0.68397953,20.09405874,16.8621,1.16970068,339,188,240,283,263,214,Process Industries,3.34537611,5.84689369,30.42538729,28%,3.42E+11,1.20E+12,326,388,240,138,273,297,SEKISUI CHEMICAL CO
TSE:3088,3088,3088,5670,7.69E+11,13.62725451,-5.81395349,20.60%,67,0.97426154,21.57175035,23.8366,1.77151544,285,168,194,200,212,291,Retail Trade,7.33366165,10.53568075,31.34104029,35%,2.25E+11,6.52E+11,139,224,230,94,172,134,MATSUKIYOCOCOKARA & CO
TSE:3769,3769,3769,10130,7.68E+11,-28.9122807,-1.84108527,-27.60%,450,18.24491936,33.33327767,,13.55351098,6,70,,9,28,489,Finance,9.61330874,33.6641933,66.40045925,10%,27235964000,2.65E+11,81,15,48,389,133,91,GMO PAYMENT GATEWAY INC
TSE:8795,8795,8795,1373,7.66E+11,-10.20274689,-10.08513425,-0.10%,216,0.36770342,,,0.55789346,431,,,455,443,16,Finance,-0.07026045,-0.92497901,,,,1.77E+13,480,480,,,480,496,T&D HOLDINGS INC
TSE:9501,9501,9501,477,7.64E+11,38.26086957,-0.41753653,38.80%,27,0.45376901,,,0.35152672,407,,,491,449,13,Utilities,-0.46767918,-1.83022012,0.54402648,0%,64391000000,1.29E+13,482,481,468,471,476,493,TOKYO ELEC POWER CO HLDGS INC
TSE:6586,6586,6586,2765.5,7.51E+11,-51.48245614,-7.84738421,-47.40%,493,1.02807561,14.14751731,,1.01832312,273,263,,321,286,183,Consumer Durables,5.53547398,7.37542869,29.65751203,21%,2.28E+11,1.11E+12,222,337,251,230,260,263,MAKITA CORP
TSE:6504,6504,6504,5240,7.48E+11,3.55731225,-9.96563574,15.00%,100,0.82228576,11.76494625,28.4685,1.58270309,314,316,164,223,254,225,Producer Manufacturing,6.00406752,14.0568882,27.98536693,23%,2.56E+11,1.10E+12,194,131,271,196,198,183,FUJI ELECTRIC CO. LTD.
TSE:7211,7211,7211,495,7.36E+11,28.23834197,-19.24959217,58.80%,9,0.36792184,7.04339514,11.8566,1.23545046,430,430,291,274,356,97,Consumer Durables,5.83453897,17.96355577,19.03868908,20%,3.83E+11,1.91E+12,202,80,370,235,222,224,MITSUBISHI MOTOR CORP
TSE:7911,7911,7911,2184,7.33E+11,16.91648822,-1.93084868,19.20%,76,0.47514112,5.71006341,85.0494,0.53306248,397,450,41,460,337,119,Commercial Services,5.58330796,9.62922116,22.06635531,15%,3.42E+11,2.25E+12,219,252,333,322,282,308,TOPPAN INC
TSE:3635,3635,3635,2186,7.31E+11,-14.2745098,-4.8531012,-9.90%,301,10.11060438,25.92290507,78.3949,5.0015268,16,120,46,48,58,468,Technology Services,14.58477706,20.24460112,74.0196355,25%,50603000000,2.03E+11,34,59,31,174,75,33,KOEI TECMO HOLDINGS CO LTD
TSE:9001,9001,9001,3490,7.28E+11,21.77250523,2.94985251,18.30%,82,1.46564021,37.68704382,71.5746,1.63874824,203,59,58,215,134,384,Transportation,1.17536418,4.34856111,27.79778586,7%,1.20E+11,1.69E+12,426,422,275,420,386,426,TOBU RAILWAY CO
TSE:9086,9086,9086,8620,7.21E+11,81.09243697,-1.82232346,84.50%,2,0.97124231,45.94629129,14.0315,4.2441771,286,42,270,69,167,343,Transportation,1.98715222,9.28744461,12.72170862,12%,94612000000,8.08E+11,395,268,426,367,364,403,HITACHI TRANSPORT SYSTEM
TSE:8473,8473,8473,2607,7.10E+11,-14.10214168,-2.43263473,-12.00%,326,1.1505903,2.23444329,,0.69427573,250,473,,416,380,68,Finance,2.61302567,44.80979914,69.49009804,2%,4.06E+11,1.86E+13,360,8,38,463,217,214,SBI HOLDINGS INC
TSE:6724,6724,6724,2035,7.04E+11,-6.22119816,-4.4600939,-1.80%,231,0.62268115,6.92767386,12.556,1.05579111,352,432,282,307,343,111,Electronic Technology,8.14980229,15.89172902,36.95605643,31%,4.18E+11,1.33E+12,114,103,177,121,129,84,SEIKO EPSON CORP
TSE:3038,3038,3038,3210,7.00E+11,-16.51495449,-9.57746479,-7.70%,284,1.95318366,34.34291101,34661.7,8.90524568,140,68,1,20,57,469,Retail Trade,12.76239234,25.15983154,11.70364778,25%,42625000000,1.73E+11,46,31,434,177,172,135,KOBE BUSSAN CO LTD
TSE:7752,7752,7752,1103,6.91E+11,-4.66724287,-2.81938326,-1.90%,233,0.42048423,21.63725842,22.9128,0.77961716,420,167,197,387,293,174,Electronic Technology,1.76174281,3.6201875,35.59759392,30%,5.72E+11,1.93E+12,403,445,194,135,294,323,RICOH CO
