Momentum Rank,Value Rank,Profitability Rank,Ticker_s,Ticker,Name,MKT CAP (US$M),Sector,1Y Return,P/S,P/E,P/FCF,P/B,ROA,ROE,Gross margin,GPOA
311,168,132,NTES,NTES,"NetEase, Inc."," 40,135 ",Technology Services,-38.18199822,3.2,15,22.3,2.8,11%,20%,54%,29%
408,52,309,FDX,FDX,FedEx Corporation," 39,873 ",Transportation,-33.75270212,0.4,11.1,26.3,1.6,4%,14%,21%,23%
401,141,408,KKR,KKR,KKR & Co. Inc.," 39,845 ",Finance,-34.23218848,1.5,35.2,14.4,1.6,0%,5%,55%,5%
309,425,20,LULU,LULU,lululemon athletica inc.," 39,631 ",Retail Trade,-28.260504,6.1,34.3,42,13.8,24%,40%,56%,73%
169,95,390,KMI,KMI,"Kinder Morgan, Inc."," 39,473 ",Industrial Services,-4.13132695,2.2,15.6,16.7,1.3,4%,8%,30%,9%
307,337,279,ROP,ROP,"Roper Technologies, Inc."," 39,301 ",Technology Services,-21.64144403,6.8,35.5,30.1,3.4,4%,8%,68%,15%
335,190,129,BIIB,BIIB,Biogen Inc.," 38,834 ",Health Technology,0.49380398,3.8,18.8,10.6,3.5,8%,18%,71%,31%
116,42,350,AFL,AFL,AFLAC Incorporated," 38,528 ",Finance,8.42966388,1.8,8.9,9.4,1.2,3%,14%,0%,
213,377,117,KMB,KMB,Kimberly-Clark Corporation," 38,475 ",Consumer Non-Durables,-13.76466137,2,21.3,233.9,73.6,10%,320%,30%,34%
293,393,100,A,A,"Agilent Technologies, Inc."," 38,450 ",Health Technology,-17.64631285,6.1,28.7,45.6,7.1,13%,26%,54%,33%
102,296,384,WMB,WMB,"Williams Companies, Inc. (The)"," 38,408 ",Industrial Services,8.46524432,3.6,24.1,44.9,3.3,3%,14%,28%,7%
453,417,295,WDAY,WDAY,"Workday, Inc."," 38,267 ",Technology Services,-46.03610108,7.2,,46.4,8.1,-2%,-4%,72%,28%
426,425,322,TWTR,TWTR,"Twitter, Inc."," 38,178 ",Technology Services,-24.02923709,8.2,,,5.7,-1%,-2%,61%,24%
287,273,114,NXPI,NXPI,NXP Semiconductors N.V.," 38,142 ",Electronic Technology,-26.00611309,3.5,15.2,36.6,5.6,11%,34%,52%,24%
174,380,124,MSI,MSI,"Motorola Solutions, Inc."," 37,779 ",Electronic Technology,-8.49266341,4.7,31.9,42.4,,11%,0%,45%,33%
361,268,62,SCCO,SCCO,Southern Copper Corporation," 37,711 ",Non-Energy Minerals,-24.37209302,3.3,12.5,51.5,4.5,17%,38%,51%,36%
428,498,218,DXCM,DXCM,"DexCom, Inc."," 37,562 ",Health Technology,-30.88952292,15.4,194.8,1008.4,16.3,4%,9%,66%,32%
67,16,409,ET,ET,Energy Transfer LP," 37,304 ",Industrial Services,18.64573111,0.5,9.5,3.4,1.5,4%,14%,10%,9%
444,11,357,COF,COF,Capital One Financial Corporation," 36,942 ",Finance,-44.19642857,1.3,4.2,6.3,0.6,2%,17%,0%,
111,330,240,AJG,AJG,Arthur J. Gallagher & Co.," 36,887 ",Finance,7.64178738,4.5,35.1,29.7,4.3,3%,12%,86%,16%
281,185,189,TEL,TEL,TE Connectivity Ltd. New Switzerland Registered Shares," 36,746 ",Electronic Technology,-21.84353741,2.5,14.5,35.8,3.4,12%,25%,32%,22%
286,31,482,PRU,PRU,"Prudential Financial, Inc."," 36,564 ",Finance,-13.40088106,0.5,17.6,5.3,0.6,0%,5%,0%,
363,218,363,JCI,JCI,Johnson Controls International plc," 36,534 ",Producer Manufacturing,-27.2527774,1.6,34.8,41.9,2.1,2%,6%,33%,19%
437,489,317,CRWD,CRWD,"CrowdStrike Holdings, Inc."," 36,482 ",Technology Services,-44.76325088,24.1,,91.2,34.6,-5%,-16%,74%,26%
68,27,429,EXC,EXC,Exelon Corporation," 36,417 ",Utilities,1.21013642,0.9,13.1,,1,2%,9%,22%,9%
193,470,355,HLT,HLT,Hilton Worldwide Holdings Inc.," 35,995 ",Consumer Services,-6.32450567,6.1,36.7,222.5,,6%,0%,29%,10%
87,35,67,NUE,NUE,Nucor Corporation," 35,488 ",Non-Energy Minerals,35.24892747,1,3.9,8.1,2.4,30%,55%,34%,34%
256,339,147,EA,EA,Electronic Arts Inc.," 34,753 ",Technology Services,-10.21478342,5,39.1,23.8,4.5,7%,12%,72%,38%
474,401,328,ILMN,ILMN,"Illumina, Inc."," 34,608 ",Health Technology,-47.13458442,7,,164.1,3.1,0%,0%,68%,20%
254,210,300,PH,PH,Parker-Hannifin Corporation," 34,590 ",Producer Manufacturing,-10.03539941,2.1,25.8,19.5,3.8,6%,15%,27%,17%
243,301,148,MCHP,MCHP,Microchip Technology Incorporated," 34,171 ",Electronic Technology,-16.78999058,4.9,21.7,21.6,5.6,9%,27%,54%,22%
5,495,149,ENPH,ENPH,"Enphase Energy, Inc."," 34,135 ",Electronic Technology,40.41343957,25.3,170.1,87.2,76,9%,39%,40%,23%
137,185,234,MPLX,MPLX,MPLX LP," 33,727 ",Industrial Services,6.38569604,3.4,10.4,36,3,9%,25%,42%,12%
403,360,419,MRVL,MRVL,"Marvell Technology, Inc."," 33,712 ",Electronic Technology,-40.61279664,6.8,,115.1,2.1,-1%,-1%,51%,9%
64,437,66,ANET,ANET,"Arista Networks, Inc."," 33,629 ",Electronic Technology,12.34561626,11.4,32.5,48.3,8.2,19%,27%,63%,32%
345,287,475,NEM,NEM,Newmont Corporation," 33,628 ",Non-Energy Minerals,-25.70576889,2.7,41.3,57.2,1.5,2%,3%,16%,6%
237,304,208,TT,TT,Trane Technologies plc," 33,567 ",Producer Manufacturing,-17.86119301,2.4,22.4,61.1,5.3,8%,25%,31%,25%
91,150,433,XEL,XEL,Xcel Energy Inc.," 33,312 ",Utilities,-7.23533892,2.4,19.9,,2.1,3%,11%,21%,5%
306,276,309,IQV,IQV,"IQVIA Holdings, Inc."," 33,226 ",Health Services,-28.74,2.5,29.2,23.9,5.5,5%,21%,27%,14%
495,326,444,SQ,SQ,"Block, Inc."," 33,045 ",Technology Services,-78.08953588,1.6,,113.6,7.8,-2%,-5%,30%,15%
334,32,250,DOW,DOW,Dow Inc.," 32,985 ",Process Industries,-21.97436324,0.6,5.8,12.4,1.8,9%,33%,16%,17%
239,171,237,CMI,CMI,Cummins Inc.," 32,822 ",Producer Manufacturing,-3.80578512,1.3,15.4,44.6,3.7,9%,25%,24%,23%
467,5,483,WBD,WBD,"Warner Bros. Discovery, Inc. - Series A"," 32,748 ",Consumer Services,-46.82696098,0.7,,6.5,0.6,-3%,-9%,27%,4%
271,465,72,RMD,RMD,ResMed Inc.," 32,547 ",Health Technology,-15.1700187,8.9,41,,9.5,16%,25%,56%,39%
368,156,476,BK,BK,The Bank of New York Mellon Corporation," 32,510 ",Finance,-32.36381977,2.1,11.7,165.8,0.8,1%,7%,0%,
148,102,480,ALL,ALL,Allstate Corporation (The)," 32,457 ",Finance,-6.41415322,0.7,35.6,9.3,1.4,1%,4%,0%,
215,219,325,IBKR,IBKR,"Interactive Brokers Group, Inc."," 32,410 ",Finance,3.71322286,2.4,24.4,,3.1,0%,12%,91%,2%
398,94,392,BIDU,BIDU,"Baidu, Inc."," 32,328 ",Technology Services,-49.13581624,1.7,,36.6,1,-3%,-6%,48%,16%
378,478,40,MSCI,MSCI,MSCI Inc," 32,320 ",Technology Services,-35.5900661,16.1,40.5,79.6,,17%,0%,77%,33%
18,232,200,DLTR,DLTR,"Dollar Tree, Inc."," 32,160 ",Retail Trade,41.93516505,1.2,20,72,4.1,7%,20%,31%,34%
497,419,374,SHOP,SHOP,Shopify Inc.," 32,106 ",Technology Services,-79.79214781,8.2,,386.7,3.4,-17%,-20%,52%,23%
473,124,2,BNTX,BNTX,BioNTech SE," 31,947 ",Health Technology,-52.40780911,1.4,2.3,74.3,2.1,81%,111%,82%,101%
329,253,388,GPN,GPN,Global Payments Inc.," 31,666 ",Commercial Services,-28.66953862,3.9,613.3,19.6,1.3,0%,0%,57%,11%
44,456,420,ALB,ALB,Albemarle Corporation," 31,626 ",Process Industries,15.42835157,8.9,115.1,,5.3,2%,4%,35%,8%
214,342,32,YUM,YUM,"Yum! Brands, Inc."," 31,593 ",Consumer Services,-11.8879454,5,22,47.4,,26%,0%,48%,55%
156,86,340,PCAR,PCAR,PACCAR Inc.," 31,354 ",Producer Manufacturing,4.27894067,1.3,13.8,,2.7,7%,19%,15%,11%
65,56,214,KR,KR,Kroger Company (The)," 31,231 ",Retail Trade,10.26029821,0.2,12.8,9.1,3.2,5%,26%,20%,56%
323,132,150,CTSH,CTSH,Cognizant Technology Solutions Corporation," 31,212 ",Technology Services,-23.6672154,1.7,13.9,27.4,2.6,13%,20%,33%,36%
103,454,65,BF-A,BF-A,Brown Forman Inc," 30,741 ",Consumer Non-Durables,-1.88221008,7.9,34.5,,11.3,14%,33%,61%,36%
120,174,346,HAL,HAL,Halliburton Company," 30,727 ",Industrial Services,29.26363983,1.9,19.9,21.5,4.2,7%,23%,14%,9%
86,161,306,ABC,ABC,AmerisourceBergen Corporation," 30,618 ",Distribution Services,20.4091613,0.1,16.4,13.4,133,3%,1405%,3%,11%
189,366,61,KEYS,KEYS,Keysight Technologies Inc.," 30,209 ",Electronic Technology,-3.27455919,6.1,26.6,29.3,7.7,14%,29%,64%,39%
38,111,386,ED,ED,"Consolidated Edison, Inc."," 30,093 ",Utilities,12.21737406,2.1,18.3,,1.5,3%,8%,39%,9%
157,461,493,LVS,LVS,Las Vegas Sands Corp.," 29,856 ",Consumer Services,0.90392562,6.8,,,14.4,-9%,-41%,7%,10%
55,335,466,GFS,GFS,GlobalFoundries Inc.," 29,837 ",Electronic Technology,17.61702128,4.1,59.5,30.6,3.6,0%,0%,23%,5%
386,66,277,WBA,WBA,"Walgreens Boots Alliance, Inc."," 29,663 ",Retail Trade,-28.98550725,0.2,6.7,60,1.1,5%,18%,20%,29%
387,151,157,CARR,CARR,Carrier Global Corporation," 29,615 ",Producer Manufacturing,-34.57891801,1.5,10.9,32.7,4.3,11%,41%,28%,25%
299,251,133,ROST,ROST,"Ross Stores, Inc."," 29,525 ",Retail Trade,-22.34596075,1.5,19.6,43.7,7.2,11%,37%,26%,40%
490,298,499,RIVN,RIVN,"Rivian Automotive, Inc."," 29,250 ",Consumer Durables,-70.09836066,503.2,,,1.4,-53%,-63%,-386%,-3%
375,165,401,APO,APO,"Apollo Global Management, Inc. (New)"," 29,235 ",Finance,-31.69690502,3.3,,8.6,3.8,-2%,-81%,89%,1%
359,469,245,CSGP,CSGP,"CoStar Group, Inc."," 29,194 ",Technology Services,-25.76509512,14.3,84.2,100,4.9,5%,6%,78%,20%
210,438,274,TDG,TDG,Transdigm Group Inc.," 29,172 ",Electronic Technology,-16.06248342,6.5,40.7,49.6,,4%,0%,54%,13%
295,407,80,ODFL,ODFL,"Old Dominion Freight Line, Inc."," 29,109 ",Transportation,-17.21079569,5.7,23.9,73.2,8.1,27%,36%,34%,36%
194,137,265,AMP,AMP,"Ameriprise Financial, Inc."," 28,881 ",Finance,-9.85482782,2.2,9.3,11.3,5,2%,65%,50%,5%
74,171,491,PCG,PCG,Pacific Gas & Electric Co.," 28,821 ",Utilities,26.74825175,1.4,182.3,,1.3,0%,1%,10%,2%
1,70,496,CEG,CEG,Constellation Energy Corporation," 28,527 ",Utilities,129.6842105,1.4,,,2.5,0%,0%,0%,0%
11,258,95,ON,ON,ON Semiconductor Corporation," 28,455 ",Electronic Technology,45.19537709,4.1,15.9,23.4,5.8,18%,38%,45%,24%
395,263,307,BAX,BAX,Baxter International Inc.," 28,419 ",Health Technology,-30.93023256,2.2,27.6,46,3,4%,12%,39%,16%
71,115,457,MTB,MTB,M&T Bank Corporation," 28,411 ",Finance,1.06834937,3.2,15.2,13.1,1.3,1%,8%,0%,
226,372,251,NDAQ,NDAQ,"Nasdaq, Inc."," 28,363 ",Finance,-12.9240575,4.9,24.9,62,4.4,6%,19%,54%,14%
434,237,422,CPNG,CPNG,"Coupang, Inc."," 28,249 ",Retail Trade,-44.57538995,1.3,,,13.3,-12%,-42%,19%,37%
305,192,138,OTIS,OTIS,Otis Worldwide Corporation," 28,238 ",Producer Manufacturing,-20.65811357,2,22.3,31.3,,12%,0%,29%,42%
462,479,7,IDXX,IDXX,"IDEXX Laboratories, Inc."," 28,111 ",Health Technology,-47.50221559,8.9,42.8,90,40.6,26%,110%,59%,73%
349,140,399,DD,DD,"DuPont de Nemours, Inc."," 27,840 ",Process Industries,-24.16945221,1.8,14.8,57.8,1,3%,5%,30%,12%
327,495,267,TTD,TTD,"The Trade Desk, Inc."," 27,796 ",Technology Services,-28.09144878,23.5,859.7,124.9,17.9,1%,2%,82%,27%
40,423,405,CQP,CQP,"Cheniere Energy Partners, LP"," 27,638 ",Industrial Services,28.95212285,2.9,32.6,106.5,26.5,4%,0%,15%,12%
209,320,248,AME,AME,"AMETEK, Inc."," 27,361 ",Producer Manufacturing,-8.05431261,4.8,24.5,39.6,3.9,9%,16%,35%,18%
98,199,424,WEC,WEC,"WEC Energy Group, Inc."," 27,332 ",Utilities,-5.25912967,3.3,19.8,,2.5,4%,12%,20%,4%
278,135,268,GLW,GLW,Corning Incorporated," 27,211 ",Electronic Technology,-15.57828482,1.9,13.3,34.8,2.1,7%,17%,34%,17%
58,108,93,FANG,FANG,"Diamondback Energy, Inc."," 27,089 ",Energy Minerals,37.9210431,3.8,6.9,8.9,2.2,17%,32%,69%,18%
140,142,494,PEG,PEG,Public Service Enterprise Group Incorporated," 27,088 ",Utilities,-14.32628589,3.1,,,1.9,-2%,-7%,14%,2%
417,6,210,DELL,DELL,Dell Technologies Inc.," 27,010 ",Electronic Technology,-34.76016251,0.3,5,5.9,,5%,549%,21%,23%
224,9,171,HPQ,HPQ,HP Inc.," 26,949 ",Electronic Technology,-9.04306789,0.5,4.5,7.6,,17%,0%,19%,34%
207,52,470,BKR,BKR,Baker Hughes Company," 26,896 ",Industrial Services,5.49841772,1,,21.4,1.6,-1%,-3%,21%,14%
324,29,167,LYB,LYB,LyondellBasell Industries NV," 26,801 ",Process Industries,-16.90098109,0.6,4.8,7.5,2.2,15%,48%,17%,24%
347,415,168,ROK,ROK,"Rockwell Automation, Inc."," 26,766 ",Electronic Technology,-27.03213016,3.8,39.3,53.5,10.9,7%,29%,39%,31%
328,80,366,GOLD,GOLD,Barrick Gold Corporation," 26,583 ",Non-Energy Minerals,-22.30848861,2.2,13.1,18.7,1.1,4%,8%,36%,9%
24,166,114,CLR,CLR,"Continental Resources, Inc."," 26,465 ",Energy Minerals,44.50302675,4.6,9.2,13.7,3.6,16%,37%,61%,14%
355,255,247,PPG,PPG,"PPG Industries, Inc."," 26,462 ",Process Industries,-28.24777746,1.5,24,63,4.1,5%,17%,33%,28%
48,331,49,GWW,GWW,"W.W. Grainger, Inc."," 26,437 ",Distribution Services,19.04249227,2,20,83.2,13.9,19%,65%,37%,66%
297,452,8,MTD,MTD,"Mettler-Toledo International, Inc."," 26,431 ",Health Technology,-18.44016946,7.2,32.2,49.7,152.4,25%,826%,57%,63%
262,378,50,FAST,FAST,Fastenal Company," 26,399 ",Distribution Services,-17.69642857,4.4,24.4,,8.6,24%,35%,44%,57%
261,424,103,VRSK,VRSK,"Verisk Analytics, Inc."," 26,211 ",Technology Services,-21.53094309,9,25.6,50.5,9.5,14%,41%,53%,21%
358,365,99,CPRT,CPRT,"Copart, Inc."," 26,098 ",Commercial Services,-26.76197475,7.5,24.1,36.9,5.6,22%,27%,45%,30%
441,499,272,DDOG,DDOG,"Datadog, Inc."," 25,996 ",Technology Services,-48.47914707,24.7,5244.6,199,24.8,0%,1%,79%,30%
338,61,204,DFS,DFS,Discover Financial Services," 25,864 ",Finance,-28.13662239,2.2,6.1,6.7,2.2,4%,33%,0%,
499,191,406,SE,SE,Sea Limited," 25,756 ",Retail Trade,-87.20775623,2.5,,,3.6,-19%,-60%,41%,22%
475,487,486,RBLX,RBLX,Roblox Corporation," 25,548 ",Technology Services,-45.17864003,13,,100.6,42.7,-14%,-103%,23%,9%
391,40,449,STT,STT,State Street Corporation," 25,410 ",Finance,-30.39975833,2.1,9.2,,0.9,1%,10%,0%,
197,245,311,OKE,OKE,"ONEOK, Inc."," 25,292 ",Industrial Services,-12.65432099,1.4,15.7,130.6,4.1,7%,26%,14%,12%
145,139,427,ES,ES,Eversource Energy (D/B/A)," 25,148 ",Utilities,-15.99351927,2.5,18.7,,1.7,3%,9%,27%,6%
109,300,397,RPRX,RPRX,Royalty Pharma plc," 24,833 ",Health Technology,9.97319035,7.4,38.1,9.5,3.1,3%,8%,0%,13%
75,271,181,K,K,Kellogg Company," 24,570 ",Consumer Non-Durables,16.42224013,1.7,16.5,61.4,6.6,8%,40%,30%,24%
106,302,321,HRL,HRL,Hormel Foods Corporation," 24,563 ",Consumer Non-Durables,6.79173593,2.2,24.6,94.1,3.5,8%,14%,17%,15%
463,460,125,VEEV,VEEV,Veeva Systems Inc.," 24,478 ",Technology Services,-50.98569652,13.7,64.5,50.4,8.3,11%,13%,72%,32%
294,12,117,DHI,DHI,"D.R. Horton, Inc."," 24,237 ",Consumer Durables,-21.39073594,0.9,4.3,,1.6,22%,35%,31%,27%
275,288,315,AWK,AWK,"American Water Works Company, Inc."," 24,134 ",Utilities,-23.8149891,6,18.2,,3.2,5%,18%,40%,6%
173,178,105,SIRI,SIRI,Sirius XM Holdings Inc.," 24,105 ",Consumer Services,-0.16129032,2.9,19.5,18.8,,12%,0%,44%,37%
493,324,76,ZM,ZM,"Zoom Video Communications, Inc."," 24,103 ",Technology Services,-70.40637334,6,24.7,31.7,4.1,14%,19%,73%,38%
388,251,451,IFF,IFF,"International Flavors & Fragrances, Inc."," 23,983 ",Consumer Non-Durables,-35.23134123,1.9,36.6,98.1,1.1,2%,3%,29%,8%
138,500,343,ALNY,ALNY,"Alnylam Pharmaceuticals, Inc."," 23,871 ",Health Technology,-2.72914017,27.1,,,39.4,-29%,-191%,83%,21%
302,468,289,SGEN,SGEN,Seagen Inc.," 23,763 ",Health Technology,-26.83702442,14.7,,,7.6,-20%,-23%,80%,35%
22,213,113,CTRA,CTRA,Coterra Energy Inc.," 23,605 ",Energy Minerals,39.82092366,4.1,8.3,60.2,2.1,22%,39%,62%,10%
455,311,455,APTV,APTV,Aptiv PLC," 23,582 ",Producer Manufacturing,-48.56399953,1.5,203.3,82.5,2.7,1%,2%,12%,16%
454,148,19,TROW,TROW,"T. Rowe Price Group, Inc."," 23,302 ",Finance,-49.82380579,3,9.6,28.4,2.5,21%,28%,83%,55%
266,107,193,WTW,WTW,Willis Towers Watson Public Limited Company," 23,172 ",Finance,-13.45134924,2.9,7.3,20.7,1.9,5%,16%,76%,21%
234,23,258,TSN,TSN,"Tyson Foods, Inc."," 22,963 ",Consumer Non-Durables,-19.74365295,0.5,5.7,14.1,1.3,11%,23%,15%,19%
53,217,136,GPC,GPC,Genuine Parts Company," 22,918 ",Distribution Services,25.36679537,1.2,19,38.4,6.4,8%,35%,33%,39%
206,391,30,IT,IT,"Gartner, Inc."," 22,917 ",Technology Services,-7.9340366,5.1,31.7,23,62.3,11%,382%,65%,47%
331,90,414,FITB,FITB,Fifth Third Bancorp," 22,658 ",Finance,-27.44451769,2.7,9.6,25.2,1.1,1%,12%,0%,
333,266,301,ZBH,ZBH,"Zimmer Biomet Holdings, Inc."," 22,533 ",Health Technology,-26.27061176,2.9,97.8,32.4,1.8,1%,2%,62%,23%
430,451,500,LCID,LCID,"Lucid Group, Inc."," 22,332 ",Consumer Durables,-45.22633745,344.1,,,5.3,-41%,-91%,-290%,-2%
351,67,220,CBRE,CBRE,CBRE Group Inc," 22,260 ",Finance,-31.88875786,0.8,11.4,15.8,2.7,10%,25%,20%,28%
227,304,180,CDW,CDW,CDW Corporation," 21,968 ",Technology Services,-13.72955173,1.1,21.6,64,30.3,9%,94%,18%,26%
218,319,70,TSCO,TSCO,Tractor Supply Company," 21,908 ",Retail Trade,-6.68526311,1.7,20.6,97.5,10.7,13%,52%,33%,53%
263,293,273,FTV,FTV,Fortive Corporation," 21,858 ",Electronic Technology,-16.94823625,4,33.1,34.5,2.3,4%,7%,57%,19%
124,196,467,BIP,BIP,Brookfield Infrastructure Partners LP Limited Partnership," 21,856 ",Utilities,-13.55674336,1.3,37.2,,2.7,1%,8%,27%,4%
90,85,253,RJF,RJF,"Raymond James Financial, Inc."," 21,796 ",Finance,3.67518735,2.1,14,3,2.5,2%,17%,96%,11%
228,29,359,HIG,HIG,"Hartford Financial Services Group, Inc. (The)"," 21,712 ",Finance,-7.88319166,1,10.8,7.1,1.3,3%,13%,0%,
448,487,308,ZS,ZS,"Zscaler, Inc."," 21,527 ",Technology Services,-49.62169401,19.4,,84.4,37.5,-15%,-71%,78%,30%
4,161,92,CF,CF,"CF Industries Holdings, Inc."," 21,395 ",Process Industries,78.86056972,3.5,8.6,7.3,6.8,20%,66%,51%,18%
77,160,479,EIX,EIX,Edison International," 21,223 ",Utilities,-5.32584652,1.4,41.5,,1.5,1%,4%,23%,5%
461,147,284,EBAY,EBAY,eBay Inc.," 21,101 ",Retail Trade,-49.17839956,2.3,,24.8,2.3,-10%,-27%,73%,40%
73,175,175,MOH,MOH,Molina Healthcare Inc," 20,938 ",Health Services,24.61272476,0.8,27.6,9.1,7.8,7%,29%,0%,
390,420,368,TTWO,TTWO,"Take-Two Interactive Software, Inc."," 20,928 ",Technology Services,-27.81578796,4.1,81.8,180.7,3.8,1%,2%,57%,11%
313,350,488,DAL,DAL,"Delta Air Lines, Inc."," 20,890 ",Transportation,-19.55555556,0.7,280.3,1473.6,5.3,0%,2%,13%,0%
252,93,263,CCEP,CCEP,Coca-Cola Europacific Partners plc," 20,866 ",Consumer Non-Durables,-14.8714126,1.3,12.8,20.9,2.5,5%,20%,37%,19%
340,17,211,LEN,LEN,Lennar Corporation," 20,852 ",Consumer Durables,-27.47654321,0.8,4.7,12.8,1,13%,20%,29%,21%
476,307,437,NU,NU,Nu Holdings Ltd.," 20,846 ",Technology Services,-59.73333333,14.6,,10.3,4.6,-1%,-5%,54%,4%
277,87,426,HBAN,HBAN,Huntington Bancshares Incorporated," 20,840 ",Finance,-13.47305389,2.8,10.2,20.5,1.1,1%,11%,0%,
92,155,473,DTE,DTE,DTE Energy Company," 20,817 ",Utilities,-7.0019041,1.4,27,,2.4,2%,8%,13%,5%
104,88,439,ETR,ETR,Entergy Corporation," 20,808 ",Utilities,-1.68204537,1.7,16.5,,1.7,2%,11%,24%,5%
94,112,391,FE,FE,FirstEnergy Corp.," 20,805 ",Utilities,-2.17624933,1.8,15.2,,2.4,3%,14%,25%,6%
348,187,82,FERG,FERG,Ferguson plc," 20,712 ",Distribution Services,-30.03373819,0.8,10.5,86,4.6,14%,44%,30%,54%
241,347,389,VMC,VMC,Vulcan Materials Company (Holding Company)," 20,657 ",Non-Energy Minerals,-16.25989979,3.6,33.5,76.1,3,5%,9%,22%,10%
413,143,447,FRC,FRC,FIRST REPUBLIC BANK," 20,178 ",Finance,-47.07212512,3.8,13.3,20.1,1.6,1%,11%,0%,
115,167,421,AEE,AEE,Ameren Corporation," 20,044 ",Utilities,-8.17848266,3.1,19.7,,2,3%,10%,27%,5%
304,183,198,URI,URI,"United Rentals, Inc."," 19,923 ",Finance,-21.43724473,2.1,11.4,49.3,3.3,9%,31%,38%,17%
23,3,484,CAH,CAH,"Cardinal Health, Inc."," 19,902 ",Distribution Services,48.19399351,0.1,,6.7,,-2%,-172%,3%,14%
181,367,269,MKC,MKC,"McCormick & Company, Incorporated"," 19,847 ",Consumer Non-Durables,-8.78319951,3.1,28.4,123.9,4.4,5%,15%,37%,19%
9,98,155,MRO,MRO,Marathon Oil Corporation," 19,752 ",Energy Minerals,77.85234899,4,6.7,6.7,2,17%,28%,52%,12%
238,292,367,MLM,MLM,"Martin Marietta Materials, Inc."," 19,667 ",Non-Energy Minerals,-17.25884329,3.5,23.7,48.7,2.9,6%,12%,23%,9%
96,28,271,PFG,PFG,Principal Financial Group Inc," 19,650 ",Finance,13.55321907,1.5,4.7,8.1,1.3,1%,31%,0%,
389,92,452,LUV,LUV,Southwest Airlines Company," 19,640 ",Transportation,-32.86004057,1.3,20.8,14.4,1.9,3%,10%,20%,3%
72,237,36,ULTA,ULTA,"Ulta Beauty, Inc."," 19,608 ",Retail Trade,6.94510406,2.4,17.9,16.5,13,23%,62%,39%,68%
208,474,38,UI,UI,Ubiquiti Inc.," 19,457 ",Electronic Technology,-0.84988453,11.2,50,73.4,,43%,0%,40%,78%
405,491,179,PAYC,PAYC,"Paycom Software, Inc."," 19,389 ",Technology Services,-36.91210938,17.6,81.1,121.6,20.7,6%,26%,76%,16%
284,392,1,VRSN,VRSN,"VeriSign, Inc."," 19,220 ",Technology Services,-16.25765437,15.1,24.4,37.8,,46%,0%,86%,64%
322,49,213,LH,LH,Laboratory Corporation of America Holdings," 19,139 ",Health Services,-24.36497446,1.3,10.1,11.6,1.9,10%,19%,31%,26%
54,317,398,PWR,PWR,"Quanta Services, Inc."," 19,081 ",Industrial Services,16.73958698,1.5,42.4,102.6,3.7,4%,9%,13%,14%
34,394,195,LPLA,LPLA,LPL Financial Holdings Inc.," 19,027 ",Finance,36.7974306,2.5,38,77.9,11.3,7%,30%,29%,29%
435,448,197,EPAM,EPAM,"EPAM Systems, Inc."," 19,011 ",Technology Services,-47.44179407,5.2,53.7,75.3,7.6,11%,15%,29%,33%
288,209,374,YUMC,YUMC,"Yum China Holdings, Inc."," 18,942 ",Consumer Services,-24.82930891,2,25.7,30.9,2.8,7%,12%,12%,11%
41,105,259,WRB,WRB,W.R. Berkley Corporation," 18,927 ",Finance,36.59852892,2.1,14.8,7.2,2.8,5%,20%,0%,
163,188,460,PPL,PPL,PPL Corporation," 18,913 ",Utilities,-11.68786525,3.3,25.5,,1.3,2%,5%,26%,4%
229,297,382,IR,IR,Ingersoll Rand Inc.," 18,865 ",Producer Manufacturing,-11.81681116,3.7,30.8,48,2.1,4%,6%,32%,12%
377,126,454,CFG,CFG,"Citizens Financial Group, Inc."," 18,805 ",Finance,-25.50559592,2.2,9,71.4,0.7,1%,8%,0%,
81,19,205,TECK,TECK,Teck Resources Ltd," 18,648 ",Energy Minerals,26.02004295,1.7,4.2,,1,12%,24%,49%,10%
415,430,158,ANSS,ANSS,"ANSYS, Inc."," 18,646 ",Technology Services,-41.38818184,9.7,40.4,67.1,4.1,8%,11%,86%,27%
370,353,216,EFX,EFX,"Equifax, Inc."," 18,614 ",Commercial Services,-37.95102041,3.8,26.1,53.6,5.1,6%,19%,48%,22%
35,54,198,MOS,MOS,Mosaic Company (The)," 18,334 ",Process Industries,26.60944206,1.6,5.9,18.9,1.8,14%,29%,32%,13%
260,144,469,LYV,LYV,"Live Nation Entertainment, Inc."," 18,290 ",Consumer Services,-20.62082044,2.7,,16,,-1%,0%,25%,9%
187,78,412,RF,RF,Regions Financial Corporation," 18,239 ",Finance,-16.75906183,2.9,9.8,15.8,1.1,1%,12%,0%,
95,457,224,HEI,HEI,Heico Corporation," 18,134 ",Electronic Technology,9.35697809,11,60.3,50.1,8.9,9%,15%,43%,21%
438,482,302,ZI,ZI,ZoomInfo Technologies Inc.," 18,102 ",Technology Services,-34.25641026,23.7,172.9,91.7,9.1,3%,9%,80%,8%
201,476,63,ROL,ROL,"Rollins, Inc."," 17,939 ",Consumer Services,-5.45029847,7.3,53.4,101.4,16.4,16%,30%,48%,54%
489,497,346,NET,NET,"Cloudflare, Inc."," 17,807 ",Technology Services,-69.25599276,25.5,,,21.4,-15%,-42%,77%,21%
110,54,330,ACGL,ACGL,Arch Capital Group Ltd.," 17,803 ",Finance,13.53578154,2.1,11.7,5.3,1.4,4%,12%,0%,
